doc_id,source_number,work_type,date,location,line,category,equipment1,equipment2,equipment3,equipment_full,work_duration_minutes,downtime_minutes,symptom,root_cause,action_taken,prevention,text
doc_000363,Rpt-0363,修理票,2022-01-11,第3工場,C1000 検査ラインE,機械,組立設備,自動塗布装置,自動塗布装置 #4,組立設備 > 自動塗布装置 > 自動塗布装置 #4,277,12,上位システムとの通信エラーが発生し、生産実績データが送信できない。,電磁開閉器の接点が溶着しており、遮断不能となっていた。,シールド線のアース処理をやり直し、フェライトコアを追加。,定期点検項目への追加。,"【現象】
上位システムとの通信エラーが発生し、生産実績データが送信できない。

【原因】
電磁開閉器の接点が溶着しており、遮断不能となっていた。

【処置】
シールド線のアース処理をやり直し、フェライトコアを追加。

【備考】
定期点検項目への追加。"
doc_000364,Rpt-0364,修理票,2022-02-05,第3工場,C1000 検査ラインE,機械,搬送設備,ローラーコンベア,ローラーコンベア #4,搬送設備 > ローラーコンベア > ローラーコンベア #4,99,28,主軸ベアリングの継ぎ目から作動油が漏れ、床面に油溜まりができている。,Oリング（6204ZZ）の経年劣化による硬化・亀裂。,配管を分解清掃し、ディストリビューターを交換。給油動作を確認。,オペレーターへの清掃指導。,"【現象】
主軸ベアリングの継ぎ目から作動油が漏れ、床面に油溜まりができている。

【原因】
Oリング（6204ZZ）の経年劣化による硬化・亀裂。

【処置】
配管を分解清掃し、ディストリビューターを交換。給油動作を確認。

【備考】
オペレーターへの清掃指導。"
doc_000365,Rpt-0365,修理票,2023-08-09,第3工場,C1000 検査ラインE,電気,通信機器,無線LANアダプタ,無線LANアダプタ #4,通信機器 > 無線LANアダプタ > 無線LANアダプタ #4,65,2,安全扉を閉じたがインターロックが解除されず、起動できない。,Vベルトの張力が規定値177Nに対し138Nまで低下していた。,フィルターを洗浄液で清掃し、エアブロー乾燥後に再装着。,オペレーターへの清掃指導。,"【現象】
安全扉を閉じたがインターロックが解除されず、起動できない。

【原因】
Vベルトの張力が規定値177Nに対し138Nまで低下していた。

【処置】
フィルターを洗浄液で清掃し、エアブロー乾燥後に再装着。

【備考】
オペレーターへの清掃指導。"
doc_000366,Rpt-0366,作業票,2024-03-06,第2工場,B2000 組立ラインD,電気,センサー,熱電対,熱電対 #3,センサー > 熱電対 > 熱電対 #3,273,0,製品の全長寸法が規格値(158±0.05)を外れ、135mmとなっている。,電磁開閉器の接点が溶着しており、遮断不能となっていた。,ヒューズ（FX5U-32MT）を予備品と交換し、芯出し調整を実施。,定期点検項目への追加。,"【現象】
製品の全長寸法が規格値(158±0.05)を外れ、135mmとなっている。

【原因】
電磁開閉器の接点が溶着しており、遮断不能となっていた。

【処置】
ヒューズ（FX5U-32MT）を予備品と交換し、芯出し調整を実施。

【備考】
定期点検項目への追加。"
doc_000367,Rpt-0367,修理票,2021-11-15,第2工場,B1000 組立ラインC,機械,加工設備,油圧プレス機,油圧プレス機 #3,加工設備 > 油圧プレス機 > 油圧プレス機 #3,125,12,安全扉を閉じたがインターロックが解除されず、起動できない。,自動給油装置の配管詰まりにより、ソレノイドバルブへの給油が行われていなかった。,カップリングを交換し、モーターと負荷側の軸心を調整。,オペレーターへの清掃指導。,"【現象】
安全扉を閉じたがインターロックが解除されず、起動できない。

【原因】
自動給油装置の配管詰まりにより、ソレノイドバルブへの給油が行われていなかった。

【処置】
カップリングを交換し、モーターと負荷側の軸心を調整。

【備考】
オペレーターへの清掃指導。"
doc_000368,Rpt-0368,修理票,2024-03-14,第1工場,A2000 生産ラインB,電気,制御盤,リモートI/O盤,リモートI/O盤 #3,制御盤 > リモートI/O盤 > リモートI/O盤 #3,153,27,起動ボタンを押下したが、DC24V電源が応答せず、エラーコードE-710が表示された。,センサー位置が振動によりズレており、検出距離が限界を超えていた。,接点不良のリレーを新品に交換し、I/Oチェックを実施。,,"【現象】
起動ボタンを押下したが、DC24V電源が応答せず、エラーコードE-710が表示された。

【原因】
センサー位置が振動によりズレており、検出距離が限界を超えていた。

【処置】
接点不良のリレーを新品に交換し、I/Oチェックを実施。

【備考】
特になし。"
doc_000369,Rpt-0369,修理票,2022-12-31,第1工場,A1000 生産ラインA,機械,加工設備,平面研削盤,平面研削盤 #4,加工設備 > 平面研削盤 > 平面研削盤 #4,246,21,製品の外径寸法が規格値(133±0.05)を外れ、107mmとなっている。,アース不良によりノイズが信号線に重畳し、誤検知を引き起こした。,フィルターを洗浄液で清掃し、エアブロー乾燥後に再装着。,定期点検項目への追加。,"【現象】
製品の外径寸法が規格値(133±0.05)を外れ、107mmとなっている。

【原因】
アース不良によりノイズが信号線に重畳し、誤検知を引き起こした。

【処置】
フィルターを洗浄液で清掃し、エアブロー乾燥後に再装着。

【備考】
定期点検項目への追加。"
doc_000370,Rpt-0370,修理票,2021-12-29,第1工場,A1000 生産ラインA,機械,組立設備,カシメ機,カシメ機 #4,組立設備 > カシメ機 > カシメ機 #4,247,15,上位システムとの通信エラーが発生し、生産実績データが送信できない。,Oリング（G3NA-210B）の経年劣化による硬化・亀裂。,油圧ポンプ（E3Z-T61）を予備品と交換し、芯出し調整を実施。,予備品の在庫発注点見直し。,"【現象】
上位システムとの通信エラーが発生し、生産実績データが送信できない。

【原因】
Oリング（G3NA-210B）の経年劣化による硬化・亀裂。

【処置】
油圧ポンプ（E3Z-T61）を予備品と交換し、芯出し調整を実施。

【備考】
予備品の在庫発注点見直し。"
doc_000371,Rpt-0371,作業票,2024-06-13,第3工場,C1000 検査ラインE,電気,通信機器,無線LANアダプタ,無線LANアダプタ #1,通信機器 > 無線LANアダプタ > 無線LANアダプタ #1,292,0,シリンダーの動作速度が低下し、サイクルタイムが基準より154秒遅延している。,可動部のケーブルベア内でエンコーダ用ケーブルが断線していた。,カップリングを交換し、モーターと負荷側の軸心を調整。,,"【現象】
シリンダーの動作速度が低下し、サイクルタイムが基準より154秒遅延している。

【原因】
可動部のケーブルベア内でエンコーダ用ケーブルが断線していた。

【処置】
カップリングを交換し、モーターと負荷側の軸心を調整。

【備考】
特になし。"
doc_000372,Rpt-0372,作業票,2025-05-18,第1工場,A2000 生産ラインB,機械,搬送設備,無人搬送車(AGV),無人搬送車(AGV) #2,搬送設備 > 無人搬送車(AGV) > 無人搬送車(AGV) #2,179,0,ヒーター温度が設定値152℃まで上昇せず、147℃で頭打ちになる。,Oリング（G3NA-210B）の経年劣化による硬化・亀裂。,Oリング全数を新品交換し、リークテストを実施して漏れなきことを確認。,保全カレンダーへの登録。,"【現象】
ヒーター温度が設定値152℃まで上昇せず、147℃で頭打ちになる。

【原因】
Oリング（G3NA-210B）の経年劣化による硬化・亀裂。

【処置】
Oリング全数を新品交換し、リークテストを実施して漏れなきことを確認。

【備考】
保全カレンダーへの登録。"
doc_000373,Rpt-0373,修理票,2022-07-28,第1工場,A1000 生産ラインA,電気,通信機器,無線LANアダプタ,無線LANアダプタ #2,通信機器 > 無線LANアダプタ > 無線LANアダプタ #2,79,19,製品の全長寸法が規格値(125±0.05)を外れ、84mmとなっている。,アース不良によりノイズが信号線に重畳し、誤検知を引き起こした。,シールド線のアース処理をやり直し、フェライトコアを追加。,定期点検項目への追加。,"【現象】
製品の全長寸法が規格値(125±0.05)を外れ、84mmとなっている。

【原因】
アース不良によりノイズが信号線に重畳し、誤検知を引き起こした。

【処置】
シールド線のアース処理をやり直し、フェライトコアを追加。

【備考】
定期点検項目への追加。"
doc_000374,Rpt-0374,連絡票,2022-04-13,第3工場,C1000 検査ラインE,機械,ユーティリティ,貫流ボイラー,貫流ボイラー #4,ユーティリティ > 貫流ボイラー > 貫流ボイラー #4,231,0,ボールねじの振動値が管理基準(183mm/s)を超え、146mm/sを記録した。,Vベルトの張力が規定値55Nに対し41Nまで低下していた。,フィルターを洗浄液で清掃し、エアブロー乾燥後に再装着。,,"【現象】
ボールねじの振動値が管理基準(183mm/s)を超え、146mm/sを記録した。

【原因】
Vベルトの張力が規定値55Nに対し41Nまで低下していた。

【処置】
フィルターを洗浄液で清掃し、エアブロー乾燥後に再装着。

【備考】
特になし。"
doc_000375,Rpt-0375,重大故障,2024-06-18,第2工場,B2000 組立ラインD,機械,加工設備,マシニングセンタ,マシニングセンタ #1,加工設備 > マシニングセンタ > マシニングセンタ #1,150,257,油圧ポンプの継ぎ目から作動油が漏れ、床面に油溜まりができている。,カップリングの樹脂パーツが疲労破壊していた。,断線箇所を特定し、屈曲に強いロボットケーブルへ張り替え実施。,定期点検項目への追加。,"【現象】
油圧ポンプの継ぎ目から作動油が漏れ、床面に油溜まりができている。

【原因】
カップリングの樹脂パーツが疲労破壊していた。

【処置】
断線箇所を特定し、屈曲に強いロボットケーブルへ張り替え実施。

【備考】
定期点検項目への追加。"
doc_000376,Rpt-0376,作業票,2022-06-23,第2工場,B2000 組立ラインD,機械,搬送設備,無人搬送車(AGV),無人搬送車(AGV) #1,搬送設備 > 無人搬送車(AGV) > 無人搬送車(AGV) #1,247,0,上位システムとの通信エラーが発生し、生産実績データが送信できない。,Oリング（CV-X100）の経年劣化による硬化・亀裂。,チャック爪（MY2N-D2）を予備品と交換し、芯出し調整を実施。,オペレーターへの清掃指導。,"【現象】
上位システムとの通信エラーが発生し、生産実績データが送信できない。

【原因】
Oリング（CV-X100）の経年劣化による硬化・亀裂。

【処置】
チャック爪（MY2N-D2）を予備品と交換し、芯出し調整を実施。

【備考】
オペレーターへの清掃指導。"
doc_000377,Rpt-0377,修理票,2022-08-04,第1工場,A2000 生産ラインB,電気,駆動制御,インバータ,インバータ #3,駆動制御 > インバータ > インバータ #3,173,28,リミットスイッチのサーマルトリップが作動し、主電源が遮断された。,カップリングの樹脂パーツが疲労破壊していた。,シールド線のアース処理をやり直し、フェライトコアを追加。,オペレーターへの清掃指導。,"【現象】
リミットスイッチのサーマルトリップが作動し、主電源が遮断された。

【原因】
カップリングの樹脂パーツが疲労破壊していた。

【処置】
シールド線のアース処理をやり直し、フェライトコアを追加。

【備考】
オペレーターへの清掃指導。"
doc_000378,Rpt-0378,作業票,2024-01-05,第3工場,C1000 検査ラインE,機械,搬送設備,ベルトコンベア,ベルトコンベア #1,搬送設備 > ベルトコンベア > ベルトコンベア #1,225,0,ヒーター温度が設定値58℃まで上昇せず、31℃で頭打ちになる。,Oリング（G3NA-210B）の経年劣化による硬化・亀裂。,接点不良のリレーを新品に交換し、I/Oチェックを実施。,オペレーターへの清掃指導。,"【現象】
ヒーター温度が設定値58℃まで上昇せず、31℃で頭打ちになる。

【原因】
Oリング（G3NA-210B）の経年劣化による硬化・亀裂。

【処置】
接点不良のリレーを新品に交換し、I/Oチェックを実施。

【備考】
オペレーターへの清掃指導。"
doc_000379,Rpt-0379,連絡票,2024-04-12,第3工場,C1000 検査ラインE,機械,加工設備,NC旋盤,NC旋盤 #4,加工設備 > NC旋盤 > NC旋盤 #4,57,0,タッチパネルの画面がフリーズし、操作を受け付けない。,センサー位置が振動によりズレており、検出距離が限界を超えていた。,ソレノイドバルブ（E3Z-T61）を予備品と交換し、芯出し調整を実施。,予備品の在庫発注点見直し。,"【現象】
タッチパネルの画面がフリーズし、操作を受け付けない。

【原因】
センサー位置が振動によりズレており、検出距離が限界を超えていた。

【処置】
ソレノイドバルブ（E3Z-T61）を予備品と交換し、芯出し調整を実施。

【備考】
予備品の在庫発注点見直し。"
doc_000380,Rpt-0380,作業票,2024-05-03,第1工場,A1000 生産ラインA,電気,通信機器,無線LANアダプタ,無線LANアダプタ #4,通信機器 > 無線LANアダプタ > 無線LANアダプタ #4,195,0,起動ボタンを押下したが、サーボモーターが応答せず、エラーコードE-407が表示された。,PLCプログラムのタイマー設定ミスにより、待機時間が不足していた。,DC24V電源（FX5U-32MT）を予備品と交換し、芯出し調整を実施。,定期点検項目への追加。,"【現象】
起動ボタンを押下したが、サーボモーターが応答せず、エラーコードE-407が表示された。

【原因】
PLCプログラムのタイマー設定ミスにより、待機時間が不足していた。

【処置】
DC24V電源（FX5U-32MT）を予備品と交換し、芯出し調整を実施。

【備考】
定期点検項目への追加。"
doc_000381,Rpt-0381,作業票,2023-04-17,第3工場,C1000 検査ラインE,機械,加工設備,平面研削盤,平面研削盤 #3,加工設備 > 平面研削盤 > 平面研削盤 #3,183,0,上位システムとの通信エラーが発生し、生産実績データが送信できない。,自動給油装置の配管詰まりにより、ボールねじへの給油が行われていなかった。,テンションメーターを用いて張力を規定値118Nに調整。,オペレーターへの清掃指導。,"【現象】
上位システムとの通信エラーが発生し、生産実績データが送信できない。

【原因】
自動給油装置の配管詰まりにより、ボールねじへの給油が行われていなかった。

【処置】
テンションメーターを用いて張力を規定値118Nに調整。

【備考】
オペレーターへの清掃指導。"
doc_000382,Rpt-0382,作業票,2023-03-13,第2工場,B2000 組立ラインD,機械,ユーティリティ,集塵機,集塵機 #3,ユーティリティ > 集塵機 > 集塵機 #3,195,0,起動ボタンを押下したが、減速機が応答せず、エラーコードE-525が表示された。,吸気フィルターが切粉と油分で完全に目詰まりしていた。,カップリングを交換し、モーターと負荷側の軸心を調整。,予備品の在庫発注点見直し。,"【現象】
起動ボタンを押下したが、減速機が応答せず、エラーコードE-525が表示された。

【原因】
吸気フィルターが切粉と油分で完全に目詰まりしていた。

【処置】
カップリングを交換し、モーターと負荷側の軸心を調整。

【備考】
予備品の在庫発注点見直し。"
doc_000383,Rpt-0383,重大故障,2024-09-28,第2工場,B2000 組立ラインD,電気,センサー,圧力トランスミッタ,圧力トランスミッタ #3,センサー > 圧力トランスミッタ > 圧力トランスミッタ #3,43,68,リミットスイッチのサーマルトリップが作動し、主電源が遮断された。,可動部のケーブルベア内でDC24V電源用ケーブルが断線していた。,センサー取付ブラケットを増し締めし、検出位置を再調整。,定期点検項目への追加。,"【現象】
リミットスイッチのサーマルトリップが作動し、主電源が遮断された。

【原因】
可動部のケーブルベア内でDC24V電源用ケーブルが断線していた。

【処置】
センサー取付ブラケットを増し締めし、検出位置を再調整。

【備考】
定期点検項目への追加。"
doc_000384,Rpt-0384,修理票,2021-07-02,第2工場,B2000 組立ラインD,電気,駆動制御,ステッピングドライバ,ステッピングドライバ #2,駆動制御 > ステッピングドライバ > ステッピングドライバ #2,183,50,安全扉を閉じたがインターロックが解除されず、起動できない。,センサー位置が振動によりズレており、検出距離が限界を超えていた。,接点不良のリレーを新品に交換し、I/Oチェックを実施。,オペレーターへの清掃指導。,"【現象】
安全扉を閉じたがインターロックが解除されず、起動できない。

【原因】
センサー位置が振動によりズレており、検出距離が限界を超えていた。

【処置】
接点不良のリレーを新品に交換し、I/Oチェックを実施。

【備考】
オペレーターへの清掃指導。"
doc_000385,Rpt-0385,連絡票,2022-08-30,第1工場,A1000 生産ラインA,機械,加工設備,NC旋盤,NC旋盤 #2,加工設備 > NC旋盤 > NC旋盤 #2,182,0,タッチパネルの画面がフリーズし、操作を受け付けない。,センサー位置が振動によりズレており、検出距離が限界を超えていた。,接点不良のリレーを新品に交換し、I/Oチェックを実施。,保全カレンダーへの登録。,"【現象】
タッチパネルの画面がフリーズし、操作を受け付けない。

【原因】
センサー位置が振動によりズレており、検出距離が限界を超えていた。

【処置】
接点不良のリレーを新品に交換し、I/Oチェックを実施。

【備考】
保全カレンダーへの登録。"
doc_000386,Rpt-0386,重大故障,2021-05-26,第2工場,B2000 組立ラインD,機械,組立設備,自動塗布装置,自動塗布装置 #2,組立設備 > 自動塗布装置 > 自動塗布装置 #2,118,172,タッチパネルの画面がフリーズし、操作を受け付けない。,吸気フィルターが切粉と油分で完全に目詰まりしていた。,断線箇所を特定し、屈曲に強いロボットケーブルへ張り替え実施。,定期点検項目への追加。,"【現象】
タッチパネルの画面がフリーズし、操作を受け付けない。

【原因】
吸気フィルターが切粉と油分で完全に目詰まりしていた。

【処置】
断線箇所を特定し、屈曲に強いロボットケーブルへ張り替え実施。

【備考】
定期点検項目への追加。"
doc_000387,Rpt-0387,修理票,2025-01-26,第3工場,C1000 検査ラインE,機械,搬送設備,ベルトコンベア,ベルトコンベア #4,搬送設備 > ベルトコンベア > ベルトコンベア #4,108,31,製品の厚み寸法が規格値(159±0.05)を外れ、156mmとなっている。,電磁開閉器の接点が溶着しており、遮断不能となっていた。,配管を分解清掃し、ディストリビューターを交換。給油動作を確認。,オペレーターへの清掃指導。,"【現象】
製品の厚み寸法が規格値(159±0.05)を外れ、156mmとなっている。

【原因】
電磁開閉器の接点が溶着しており、遮断不能となっていた。

【処置】
配管を分解清掃し、ディストリビューターを交換。給油動作を確認。

【備考】
オペレーターへの清掃指導。"
doc_000388,Rpt-0388,修理票,2024-10-24,第1工場,A1000 生産ラインA,機械,組立設備,自動塗布装置,自動塗布装置 #1,組立設備 > 自動塗布装置 > 自動塗布装置 #1,183,43,ヒーター温度が設定値155℃まで上昇せず、134℃で頭打ちになる。,チャック爪内部のベアリング（型式:FX5U-32MT）が摩耗し、回転振れが生じていた。,センサー取付ブラケットを増し締めし、検出位置を再調整。,オペレーターへの清掃指導。,"【現象】
ヒーター温度が設定値155℃まで上昇せず、134℃で頭打ちになる。

【原因】
チャック爪内部のベアリング（型式:FX5U-32MT）が摩耗し、回転振れが生じていた。

【処置】
センサー取付ブラケットを増し締めし、検出位置を再調整。

【備考】
オペレーターへの清掃指導。"
doc_000389,Rpt-0389,修理票,2023-05-16,第3工場,C1000 検査ラインE,電気,通信機器,PLC CPUユニット,PLC CPUユニット #3,通信機器 > PLC CPUユニット > PLC CPUユニット #3,263,57,SSRの振動値が管理基準(214mm/s)を超え、172mm/sを記録した。,PLCプログラムのタイマー設定ミスにより、待機時間が不足していた。,配管を分解清掃し、ディストリビューターを交換。給油動作を確認。,定期点検項目への追加。,"【現象】
SSRの振動値が管理基準(214mm/s)を超え、172mm/sを記録した。

【原因】
PLCプログラムのタイマー設定ミスにより、待機時間が不足していた。

【処置】
配管を分解清掃し、ディストリビューターを交換。給油動作を確認。

【備考】
定期点検項目への追加。"
doc_000390,Rpt-0390,修理票,2022-01-19,第1工場,A2000 生産ラインB,電気,制御盤,主制御盤,主制御盤 #3,制御盤 > 主制御盤 > 主制御盤 #3,74,16,サーボモーターの過負荷アラーム(OL)が頻発し、装置がチョコ停する。,Oリング（FX5U-32MT）の経年劣化による硬化・亀裂。,接点不良のリレーを新品に交換し、I/Oチェックを実施。,保全カレンダーへの登録。,"【現象】
サーボモーターの過負荷アラーム(OL)が頻発し、装置がチョコ停する。

【原因】
Oリング（FX5U-32MT）の経年劣化による硬化・亀裂。

【処置】
接点不良のリレーを新品に交換し、I/Oチェックを実施。

【備考】
保全カレンダーへの登録。"
doc_000391,Rpt-0391,重大故障,2023-12-19,第3工場,C1000 検査ラインE,機械,加工設備,マシニングセンタ,マシニングセンタ #3,加工設備 > マシニングセンタ > マシニングセンタ #3,223,289,減速機の継ぎ目から作動油が漏れ、床面に油溜まりができている。,電磁開閉器の接点が溶着しており、遮断不能となっていた。,シールド線のアース処理をやり直し、フェライトコアを追加。,定期点検項目への追加。,"【現象】
減速機の継ぎ目から作動油が漏れ、床面に油溜まりができている。

【原因】
電磁開閉器の接点が溶着しており、遮断不能となっていた。

【処置】
シールド線のアース処理をやり直し、フェライトコアを追加。

【備考】
定期点検項目への追加。"
doc_000392,Rpt-0392,修理票,2021-02-05,第1工場,A2000 生産ラインB,電気,制御盤,リモートI/O盤,リモートI/O盤 #3,制御盤 > リモートI/O盤 > リモートI/O盤 #3,102,10,供給エア圧力が34MPaまで低下し、シリンダー動作が不安定になった。,カップリングの樹脂パーツが疲労破壊していた。,フィルターを洗浄液で清掃し、エアブロー乾燥後に再装着。,予備品の在庫発注点見直し。,"【現象】
供給エア圧力が34MPaまで低下し、シリンダー動作が不安定になった。

【原因】
カップリングの樹脂パーツが疲労破壊していた。

【処置】
フィルターを洗浄液で清掃し、エアブロー乾燥後に再装着。

【備考】
予備品の在庫発注点見直し。"
doc_000393,Rpt-0393,作業票,2024-04-12,第1工場,A2000 生産ラインB,電気,センサー,光電センサー,光電センサー #3,センサー > 光電センサー > 光電センサー #3,41,0,DC24V電源のサーマルトリップが作動し、主電源が遮断された。,吸気フィルターが切粉と油分で完全に目詰まりしていた。,断線箇所を特定し、屈曲に強いロボットケーブルへ張り替え実施。,定期点検項目への追加。,"【現象】
DC24V電源のサーマルトリップが作動し、主電源が遮断された。

【原因】
吸気フィルターが切粉と油分で完全に目詰まりしていた。

【処置】
断線箇所を特定し、屈曲に強いロボットケーブルへ張り替え実施。

【備考】
定期点検項目への追加。"
doc_000394,Rpt-0394,修理票,2022-12-09,第3工場,C1000 検査ラインE,機械,ユーティリティ,冷却塔(クーリングタワー),冷却塔(クーリングタワー) #2,ユーティリティ > 冷却塔(クーリングタワー) > 冷却塔(クーリングタワー) #2,290,59,シリンダーの動作速度が低下し、サイクルタイムが基準より186秒遅延している。,自動給油装置の配管詰まりにより、リニアガイドへの給油が行われていなかった。,接点不良のリレーを新品に交換し、I/Oチェックを実施。,オペレーターへの清掃指導。,"【現象】
シリンダーの動作速度が低下し、サイクルタイムが基準より186秒遅延している。

【原因】
自動給油装置の配管詰まりにより、リニアガイドへの給油が行われていなかった。

【処置】
接点不良のリレーを新品に交換し、I/Oチェックを実施。

【備考】
オペレーターへの清掃指導。"
doc_000395,Rpt-0395,修理票,2021-07-01,第1工場,A1000 生産ラインA,電気,センサー,圧力トランスミッタ,圧力トランスミッタ #1,センサー > 圧力トランスミッタ > 圧力トランスミッタ #1,51,27,供給エア圧力が193MPaまで低下し、シリンダー動作が不安定になった。,カップリングの樹脂パーツが疲労破壊していた。,リミットスイッチ（CV-X100）を予備品と交換し、芯出し調整を実施。,保全カレンダーへの登録。,"【現象】
供給エア圧力が193MPaまで低下し、シリンダー動作が不安定になった。

【原因】
カップリングの樹脂パーツが疲労破壊していた。

【処置】
リミットスイッチ（CV-X100）を予備品と交換し、芯出し調整を実施。

【備考】
保全カレンダーへの登録。"
doc_000396,Rpt-0396,修理票,2024-02-21,第2工場,B1000 組立ラインC,機械,加工設備,NC旋盤,NC旋盤 #1,加工設備 > NC旋盤 > NC旋盤 #1,118,10,搬送ベルトがスリップしており、ワークの搬送位置ズレが発生。,Oリング（6204ZZ）の経年劣化による硬化・亀裂。,接点不良のリレーを新品に交換し、I/Oチェックを実施。,定期点検項目への追加。,"【現象】
搬送ベルトがスリップしており、ワークの搬送位置ズレが発生。

【原因】
Oリング（6204ZZ）の経年劣化による硬化・亀裂。

【処置】
接点不良のリレーを新品に交換し、I/Oチェックを実施。

【備考】
定期点検項目への追加。"
doc_000397,Rpt-0397,修理票,2021-12-31,第2工場,B2000 組立ラインD,機械,搬送設備,無人搬送車(AGV),無人搬送車(AGV) #4,搬送設備 > 無人搬送車(AGV) > 無人搬送車(AGV) #4,210,10,稼働中に減速機付近から「ガガガ」という異音が発生した。,自動給油装置の配管詰まりにより、タイミングベルトへの給油が行われていなかった。,フィルターを洗浄液で清掃し、エアブロー乾燥後に再装着。,定期点検項目への追加。,"【現象】
稼働中に減速機付近から「ガガガ」という異音が発生した。

【原因】
自動給油装置の配管詰まりにより、タイミングベルトへの給油が行われていなかった。

【処置】
フィルターを洗浄液で清掃し、エアブロー乾燥後に再装着。

【備考】
定期点検項目への追加。"
doc_000398,Rpt-0398,修理票,2023-05-09,第1工場,A1000 生産ラインA,電気,駆動制御,インバータ,インバータ #2,駆動制御 > インバータ > インバータ #2,175,22,サーボモーターのサーマルトリップが作動し、主電源が遮断された。,吸気フィルターが切粉と油分で完全に目詰まりしていた。,配管を分解清掃し、ディストリビューターを交換。給油動作を確認。,,"【現象】
サーボモーターのサーマルトリップが作動し、主電源が遮断された。

【原因】
吸気フィルターが切粉と油分で完全に目詰まりしていた。

【処置】
配管を分解清掃し、ディストリビューターを交換。給油動作を確認。

【備考】
特になし。"
doc_000399,Rpt-0399,修理票,2023-06-06,第2工場,B2000 組立ラインD,電気,制御盤,動力盤,動力盤 #3,制御盤 > 動力盤 > 動力盤 #3,283,51,供給エア圧力が19MPaまで低下し、シリンダー動作が不安定になった。,インバータ設定パラメータの誤変更。,カップリングを交換し、モーターと負荷側の軸心を調整。,予備品の在庫発注点見直し。,"【現象】
供給エア圧力が19MPaまで低下し、シリンダー動作が不安定になった。

【原因】
インバータ設定パラメータの誤変更。

【処置】
カップリングを交換し、モーターと負荷側の軸心を調整。

【備考】
予備品の在庫発注点見直し。"
doc_000400,Rpt-0400,修理票,2022-10-03,第1工場,A1000 生産ラインA,機械,組立設備,ナットランナー,ナットランナー #2,組立設備 > ナットランナー > ナットランナー #2,122,2,減速機のサーマルトリップが作動し、主電源が遮断された。,Vベルトの張力が規定値90Nに対し55Nまで低下していた。,摺動面をオイルストーンで修正し、カジリを除去。,予備品の在庫発注点見直し。,"【現象】
減速機のサーマルトリップが作動し、主電源が遮断された。

【原因】
Vベルトの張力が規定値90Nに対し55Nまで低下していた。

【処置】
摺動面をオイルストーンで修正し、カジリを除去。

【備考】
予備品の在庫発注点見直し。"
doc_000401,Rpt-0401,重大故障,2021-06-01,第3工場,C1000 検査ラインE,電気,駆動制御,ソフトスタータ,ソフトスタータ #1,駆動制御 > ソフトスタータ > ソフトスタータ #1,208,272,起動ボタンを押下したが、エンコーダが応答せず、エラーコードE-227が表示された。,Oリング（CV-X100）の経年劣化による硬化・亀裂。,摺動面をオイルストーンで修正し、カジリを除去。,,"【現象】
起動ボタンを押下したが、エンコーダが応答せず、エラーコードE-227が表示された。

【原因】
Oリング（CV-X100）の経年劣化による硬化・亀裂。

【処置】
摺動面をオイルストーンで修正し、カジリを除去。

【備考】
特になし。"
doc_000402,Rpt-0402,修理票,2024-06-09,第3工場,C1000 検査ラインE,機械,搬送設備,ベルトコンベア,ベルトコンベア #1,搬送設備 > ベルトコンベア > ベルトコンベア #1,280,14,製品の全長寸法が規格値(204±0.05)を外れ、197mmとなっている。,Vベルトの張力が規定値89Nに対し52Nまで低下していた。,センサー取付ブラケットを増し締めし、検出位置を再調整。,保全カレンダーへの登録。,"【現象】
製品の全長寸法が規格値(204±0.05)を外れ、197mmとなっている。

【原因】
Vベルトの張力が規定値89Nに対し52Nまで低下していた。

【処置】
センサー取付ブラケットを増し締めし、検出位置を再調整。

【備考】
保全カレンダーへの登録。"
doc_000403,Rpt-0403,連絡票,2023-08-11,第1工場,A1000 生産ラインA,電気,センサー,光電センサー,光電センサー #4,センサー > 光電センサー > 光電センサー #4,66,0,上位システムとの通信エラーが発生し、生産実績データが送信できない。,アース不良によりノイズが信号線に重畳し、誤検知を引き起こした。,シールド線のアース処理をやり直し、フェライトコアを追加。,予備品の在庫発注点見直し。,"【現象】
上位システムとの通信エラーが発生し、生産実績データが送信できない。

【原因】
アース不良によりノイズが信号線に重畳し、誤検知を引き起こした。

【処置】
シールド線のアース処理をやり直し、フェライトコアを追加。

【備考】
予備品の在庫発注点見直し。"
doc_000404,Rpt-0404,修理票,2022-12-14,第1工場,A1000 生産ラインA,電気,駆動制御,インバータ,インバータ #2,駆動制御 > インバータ > インバータ #2,184,15,稼働中にヒューズ付近から「ガガガ」という異音が発生した。,Oリング（CR-700）の経年劣化による硬化・亀裂。,エンコーダ（FX5U-32MT）を予備品と交換し、芯出し調整を実施。,,"【現象】
稼働中にヒューズ付近から「ガガガ」という異音が発生した。

【原因】
Oリング（CR-700）の経年劣化による硬化・亀裂。

【処置】
エンコーダ（FX5U-32MT）を予備品と交換し、芯出し調整を実施。

【備考】
特になし。"
